Fecha,Medias,Desviaciones
2017/03/22,16.784072875976562,0.28715428709983826
2017/03/30,17.32989501953125,0.4037204384803772
2017/04/05,18.244800567626953,0.6253794431686401
2017/04/12,19.46531867980957,0.44888031482696533
2017/04/25,18.906261444091797,0.23249997198581696
2017/05/04,19.501352310180664,0.2725655138492584
2017/05/19,23.03464126586914,0.3904358744621277
2017/05/24,23.128435134887695,0.2743230164051056
2017/06/02,24.581281661987305,0.27056753635406494
2017/06/06,25.5700740814209,0.20940084755420685
2017/06/13,26.197235107421875,0.18534033000469208
2017/06/21,28.228496551513672,0.253775030374527
2017/06/30,27.049501419067383,0.41387853026390076
2017/07/05,26.623624801635742,0.3230970799922943
2017/07/12,28.079328536987305,0.28406354784965515
2017/07/19,28.87911033630371,0.21213912963867188
2017/07/26,29.515522003173828,0.2661731541156769
2017/08/30,27.431928634643555,0.5274397730827332
2017/09/06,27.1295223236084,0.5205546021461487
2017/09/11,25.763736724853516,0.3172900974750519
2017/09/27,24.83526611328125,0.13808055222034454
2017/10/04,24.87564468383789,0.1673901528120041
2017/10/11,24.193134307861328,0.5064680576324463
2017/10/17,23.64645767211914,0.28921812772750854
2017/10/25,21.773101806640625,0.4742027819156647
2017/11/03,21.103363037109375,0.25018325448036194
2017/11/08,18.21173667907715,0.48585042357444763
2017/11/15,15.720983505249023,0.49860823154449463
2017/11/22,15.511390686035156,0.49424242973327637
2017/11/28,15.508110046386719,0.2807554006576538
2017/12/05,11.415262222290039,0.9084116220474243
2017/12/13,11.78167724609375,0.27983179688453674
2017/12/18,11.431200981140137,0.3698088824748993
2017/12/26,11.807352066040039,0.3606756627559662
2018/01/02,12.216243743896484,0.2985948622226715
2018/01/09,12.035869598388672,0.42353391647338867
2018/01/17,11.524864196777344,0.2762214243412018
2018/01/24,12.573280334472656,0.3250178098678589
2018/01/31,12.355557441711426,0.15376043319702148
2018/02/12,10.802577018737793,0.42110535502433777
2018/02/20,12.962960243225098,0.28663313388824463
2018/02/27,12.908258438110352,0.15716707706451416
2018/03/07,13.51704216003418,0.16973310708999634
2018/03/13,15.187907218933105,0.24125437438488007
2018/03/26,13.194050788879395,0.2170085459947586
2018/04/05,16.716062545776367,0.4494665861129761
2018/04/17,17.312650680541992,0.24110382795333862
2018/04/27,18.495742797851562,0.11525693535804749
2018/05/02,18.55766487121582,0.3040345311164856
2018/05/11,21.590599060058594,0.39861762523651123
2018/05/16,21.545583724975586,0.3699420690536499
2018/05/22,22.81941032409668,0.37565308809280396
2018/05/30,23.784318923950195,0.3355846107006073
2018/06/08,23.973134994506836,0.3095138967037201
2018/06/12,24.837888717651367,0.36693650484085083
2018/06/20,26.350177764892578,0.655443012714386
2018/06/26,27.537517547607422,0.2597006559371948
2018/07/04,27.764522552490234,0.3433232009410858
2018/07/10,27.926950454711914,0.195634663105011
2018/07/19,28.111995697021484,0.31534767150878906
2018/07/24,28.90962791442871,0.23963406682014465
2018/08/03,29.962982177734375,0.4267817735671997
2018/08/09,30.478622436523438,0.25274601578712463
2018/08/14,30.16277313232422,0.2310817539691925
2018/08/23,28.990205764770508,0.22045165300369263
2018/08/29,28.9088191986084,0.2520577907562256
2018/09/04,28.66253089904785,0.18242301046848297
2018/09/13,26.545242309570312,0.21682149171829224
2018/09/20,26.91081428527832,0.25050780177116394
2018/10/03,24.82474708557129,0.5703269243240356
2018/10/10,22.607418060302734,0.4138491451740265
2018/10/17,22.055707931518555,0.187887042760849
2018/10/31,17.4352970123291,0.27965113520622253
2018/11/07,16.146028518676758,0.31023797392845154
2018/11/21,16.402591705322266,0.2744523286819458
2018/11/28,15.274772644042969,0.21073299646377563
2018/12/04,14.654425621032715,0.2736963629722595
2018/12/11,14.675862312316895,0.4487943649291992
2018/12/19,13.398909568786621,0.3006821572780609
2018/12/26,13.245550155639648,0.7257019877433777
2019/01/03,12.618582725524902,0.32396629452705383
2019/01/09,12.070796966552734,0.30047035217285156
2019/01/17,11.405226707458496,0.5686461329460144
2019/01/25,11.183406829833984,0.32091790437698364
2019/2/6,11.115697181319558,0.3211802255842497
2019/2/12,12.43949729693144,0.25631891060647666
2019/2/20,13.348593228212861,0.18694842496534236
2019/2/26,14.147721305850391,0.1804863329437947
2019/3/5,15.75199049930162,0.2752815990570466
2019/3/12,16.621760170239394,0.13622365893096364
2019/3/28,15.689243211822898,0.2337180672082237
2019/4/15,17.854031805699417,0.27641635056753555
2019/4/24,16.54033083864539,0.15346743270048296
2019/4/30,19.303779913661373,0.4063677383277592
2019/5/8,21.16334134833728,0.4256401541745985
2019/5/15,23.112580456025654,0.28773452019012286
2019/5/21,22.81975255535568,0.1673732299565398
2019/5/29,23.31081743169044,0.3811853020317295
2019/6/4,24.3448090649958,0.3022815941119438
2019/6/18,24.238223196605173,0.23413502008132178
2019/6/25,26.48823164001841,0.40130863556925284
2019/7/4,28.18423908516624,0.2944592389183466
2019/7/10,27.89992869006969,0.25435442713154893
2019/7/19,29.012377038929074,0.3749166729069587
2019/7/26,28.464297682820806,0.178968551404665
2019/7/30,28.5889539858567,0.21794713473250504
2019/8/6,28.955473715593172,0.3229455265827012
2019/8/14,28.864606252399003,0.2971474882017061
2019/8/22,28.86530848834252,0.3479807095200083
2019/8/29,27.690094412063136,0.5076862182414762
2019/9/4,28.328289209904952,0.2632007694624388
2019/9/10,26.74172405147499,0.3549978570721316
2019/9/17,24.28398153053999,0.7189719578056329
2019/9/18,24.024331969363274,0.3915743843867885
2019/9/19,24.512965687329327,0.696656608968591
2019/9/26,25.10786784667186,0.3852583671356026
