Fecha,Medias,Desviaciones
2019/10/15,23.57578350687406,0.6360582330690658
2019/10/16,22.88340244655145,0.5752640290677072
2019/10/25,19.730241290828207,0.2575997757562991
2019/10/30,20.17119715918096,0.4667534855128405
2019/11/4,20.240375632048025,0.27418151660371143
2019/11/7,18.787985441853454,0.23941059143833393
2019/11/14,15.438460833490302,0.2446267105114313
2019/11/20,13.736553939387942,0.40817666549368453
2019/11/21,13.5758102724515,0.21803041776134488
2019/11/26,13.882820971304078,0.34876313941376336
2019/11/27,13.68592358950597,0.6395786243910274
2019/12/2,14.426576695799657,0.26629914982277464
2019/12/5,13.423579014538898,0.26763007070051487
2019/12/7,13.832422408537843,0.18554985078677133
2019/12/11,13.589046920496846,0.2770083070304101
2019/12/16,13.349085569381714,0.2586009548331085
2019/12/26,13.821841293510348,0.3748639325775214
2020/1/3,13.103856553497874,0.6148231963139607
2020/1/8,12.64578069110484,0.24762567687047482
2020/1/8,12.64578069110484,0.24762567687047482
2020/1/17,11.854283271336554,0.42006760996866394
2020/1/23,11.65766539961411,0.22868476388704934
2020/1/29,12.358433788033528,0.26125938021594874
2020/2/4,13.899964924494485,0.3096958763625183
2020/2/11,14.52136792147326,0.27818872094406605
2020/2/20,15.46132609272218,0.2610189053112829
2020/2/25,15.600282237770097,0.21528364518295276
2020/3/5,16.46793359466208,0.1824536268085135
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/17,17.110395969724514,0.4268962460128547
2020/4/1,15.9860576432247,0.1941754972119246
2020/4/7,17.624550121312865,0.33393686121456495
2020/4/14,18.332803071600708,0.20128870638271398
2020/4/21,18.98236600854849,0.3332649593167594
2020/4/28,20.005023210190853,0.35051041590280546
2020/5/5,22.53572703565542,0.40023547630561546
2020/5/12,22.564857352713112,0.2817142686497224
2020/5/13,22.45041717554122,0.5497005969237121
